;team;date;attaque;milieu;defense;budget_transfert
3590;RC Celta de Vigo FIFA 20;22 Août 2019 ;80;76;75;€12.000.000
3591;Levante UD FIFA 20;22 Août 2019 ;77;77;76;€8.000.000
3592;Deportivo Alavés FIFA 20;22 Août 2019 ;75;75;76;€4.400.000
3593;Real Valladolid FIFA 20;22 Août 2019 ;76;75;75;€3.100.000
3594;CD Leganés FIFA 20;22 Août 2019 ;75;75;75;€4.200.000
3595;Grenade CF FIFA 20;22 Août 2019 ;74;73;72;€5.500.000
3596;CA Osasuna FIFA 20;22 Août 2019 ;73;74;73;€4.300.000
3597;RCD Majorque FIFA 20;22 Août 2019 ;72;72;71;€2.300.000
3598;FC Barcelone FIFA 19;18 Juillet 2019 ;87;86;85;€188.000.000
3599;Real Madrid CF FIFA 19;18 Juillet 2019 ;83;88;86;€188.500.000
3600;Atlético Madrid FIFA 19;18 Juillet 2019 ;85;83;84;€68.500.000
3601;Séville FC FIFA 19;18 Juillet 2019 ;81;80;79;€34.500.000
3602;Valence CF FIFA 19;18 Juillet 2019 ;79;81;79;€66.500.000
3603;Real Betis Balompié FIFA 19;18 Juillet 2019 ;79;80;80;€16.000.000
3604;Athletic Bilbao FIFA 19;18 Juillet 2019 ;80;80;78;€18.500.000
3605;Villarreal CF FIFA 19;18 Juillet 2019 ;78;79;78;€33.000.000
3606;Real Sociedad FIFA 19;18 Juillet 2019 ;79;77;76;€15.500.000
3607;RC Celta de Vigo FIFA 19;18 Juillet 2019 ;80;77;75;€12.000.000
3608;SD Eibar FIFA 19;18 Juillet 2019 ;79;77;76;€5.500.000
3609;Girona CF FIFA 19;18 Juillet 2019 ;79;76;76;€3.900.000
3610;Getafe CF FIFA 19;18 Juillet 2019 ;79;75;78;€5.500.000
3611;Espanyol Barcelone FIFA 19;18 Juillet 2019 ;77;77;75;€10.500.000
3612;Levante UD FIFA 19;18 Juillet 2019 ;77;76;75;€8.000.000
3613;Deportivo Alavés FIFA 19;18 Juillet 2019 ;76;77;76;€4.400.000
3614;CD Leganés FIFA 19;18 Juillet 2019 ;74;75;74;€4.200.000
3615;Rayo Vallecano FIFA 19;18 Juillet 2019 ;78;75;73;€3.300.000
3616;Real Valladolid FIFA 19;18 Juillet 2019 ;76;73;72;€3.100.000
3617;SD Huesca FIFA 19;18 Juillet 2019 ;74;73;72;€2.100.000
3618;FC Barcelone FIFA 19;27 Juin 2019 ;87;86;85;€188.000.000
3619;Real Madrid CF FIFA 19;27 Juin 2019 ;83;88;86;€188.500.000
3620;Atlético Madrid FIFA 19;27 Juin 2019 ;85;83;84;€68.500.000
3621;Séville FC FIFA 19;27 Juin 2019 ;81;80;79;€34.500.000
3622;Valence CF FIFA 19;27 Juin 2019 ;79;81;79;€66.500.000
3623;Real Betis Balompié FIFA 19;27 Juin 2019 ;79;80;80;€16.000.000
3624;Athletic Bilbao FIFA 19;27 Juin 2019 ;80;80;78;€18.500.000
3625;Villarreal CF FIFA 19;27 Juin 2019 ;78;79;78;€33.000.000
3626;Real Sociedad FIFA 19;27 Juin 2019 ;79;77;76;€15.500.000
3627;RC Celta de Vigo FIFA 19;27 Juin 2019 ;80;77;75;€12.000.000
3628;SD Eibar FIFA 19;27 Juin 2019 ;79;77;76;€5.500.000
3629;Girona CF FIFA 19;27 Juin 2019 ;79;76;76;€3.900.000
3630;Getafe CF FIFA 19;27 Juin 2019 ;79;75;78;€5.500.000
3631;Espanyol Barcelone FIFA 19;27 Juin 2019 ;77;77;75;€10.500.000
3632;Levante UD FIFA 19;27 Juin 2019 ;77;76;75;€8.000.000
3633;Deportivo Alavés FIFA 19;27 Juin 2019 ;76;77;76;€4.400.000
3634;CD Leganés FIFA 19;27 Juin 2019 ;74;75;74;€4.200.000
3635;Rayo Vallecano FIFA 19;27 Juin 2019 ;78;75;73;€3.300.000
3636;Real Valladolid FIFA 19;27 Juin 2019 ;74;73;72;€3.100.000
3637;SD Huesca FIFA 19;27 Juin 2019 ;74;73;72;€2.100.000
3638;FC Barcelone FIFA 19;30 Mai 2019 ;87;86;85;€188.000.000
3639;Real Madrid CF FIFA 19;30 Mai 2019 ;83;88;86;€188.500.000
3640;Atlético Madrid FIFA 19;30 Mai 2019 ;85;83;84;€68.500.000
3641;Séville FC FIFA 19;30 Mai 2019 ;81;80;79;€34.500.000
3642;Valence CF FIFA 19;30 Mai 2019 ;79;81;79;€66.500.000
3643;Real Betis Balompié FIFA 19;30 Mai 2019 ;79;80;80;€16.000.000
3644;Athletic Bilbao FIFA 19;30 Mai 2019 ;80;80;78;€18.500.000
3645;Villarreal CF FIFA 19;30 Mai 2019 ;78;79;78;€33.000.000
3646;Real Sociedad FIFA 19;30 Mai 2019 ;79;77;76;€15.500.000
3647;RC Celta de Vigo FIFA 19;30 Mai 2019 ;80;77;75;€12.000.000
3648;SD Eibar FIFA 19;30 Mai 2019 ;79;77;76;€5.500.000
3649;Girona CF FIFA 19;30 Mai 2019 ;79;76;76;€3.900.000
3650;Getafe CF FIFA 19;30 Mai 2019 ;79;75;78;€5.500.000
3651;Espanyol Barcelone FIFA 19;30 Mai 2019 ;77;77;75;€10.500.000
3652;Levante UD FIFA 19;30 Mai 2019 ;77;76;75;€8.000.000
3653;Deportivo Alavés FIFA 19;30 Mai 2019 ;76;77;76;€4.400.000
3654;CD Leganés FIFA 19;30 Mai 2019 ;74;75;74;€4.200.000
3655;Rayo Vallecano FIFA 19;30 Mai 2019 ;78;75;73;€3.300.000
3656;Real Valladolid FIFA 19;30 Mai 2019 ;74;73;72;€3.100.000
3657;SD Huesca FIFA 19;30 Mai 2019 ;74;73;72;€2.100.000
3658;FC Barcelone FIFA 19;29 Avril 2019 ;87;86;85;€188.000.000
3659;Real Madrid CF FIFA 19;29 Avril 2019 ;85;87;86;€188.500.000
3660;Atlético Madrid FIFA 19;29 Avril 2019 ;85;83;84;€68.500.000
3661;Séville FC FIFA 19;29 Avril 2019 ;81;81;79;€34.500.000
3662;Valence CF FIFA 19;29 Avril 2019 ;80;81;79;€66.500.000
3663;Real Betis Balompié FIFA 19;29 Avril 2019 ;78;79;80;€16.000.000
3664;Athletic Bilbao FIFA 19;29 Avril 2019 ;80;79;78;€18.500.000
3665;Villarreal CF FIFA 19;29 Avril 2019 ;78;79;77;€33.000.000
3666;Real Sociedad FIFA 19;29 Avril 2019 ;79;77;76;€15.500.000
3667;RC Celta de Vigo FIFA 19;29 Avril 2019 ;80;77;75;€12.000.000
3668;SD Eibar FIFA 19;29 Avril 2019 ;79;77;77;€5.500.000
3669;Girona CF FIFA 19;29 Avril 2019 ;79;76;75;€3.900.000
3670;Getafe CF FIFA 19;29 Avril 2019 ;78;75;77;€5.500.000
3671;Espanyol Barcelone FIFA 19;29 Avril 2019 ;77;77;76;€10.500.000
3672;Levante UD FIFA 19;29 Avril 2019 ;77;77;75;€8.000.000
3673;Deportivo Alavés FIFA 19;29 Avril 2019 ;76;77;76;€4.400.000
3674;CD Leganés FIFA 19;29 Avril 2019 ;74;74;74;€4.200.000
3675;Rayo Vallecano FIFA 19;29 Avril 2019 ;78;74;73;€3.300.000
3676;Real Valladolid FIFA 19;29 Avril 2019 ;74;73;72;€3.100.000
3677;SD Huesca FIFA 19;29 Avril 2019 ;74;72;72;€2.100.000
3678;FC Barcelone FIFA 19;28 Mars 2019 ;89;85;85;€188.000.000
3679;Real Madrid CF FIFA 19;28 Mars 2019 ;85;87;86;€188.500.000
3680;Atlético Madrid FIFA 19;28 Mars 2019 ;85;83;84;€68.500.000
3681;Séville FC FIFA 19;28 Mars 2019 ;81;81;79;€34.500.000
3682;Valence CF FIFA 19;28 Mars 2019 ;81;80;80;€66.500.000
3683;Real Betis Balompié FIFA 19;28 Mars 2019 ;78;81;80;€16.000.000
3684;Athletic Bilbao FIFA 19;28 Mars 2019 ;80;79;78;€18.500.000
3685;Villarreal CF FIFA 19;28 Mars 2019 ;80;78;78;€33.000.000
3686;RC Celta de Vigo FIFA 19;28 Mars 2019 ;82;77;76;€12.000.000
3687;SD Eibar FIFA 19;28 Mars 2019 ;79;77;77;€5.500.000
3688;Real Sociedad FIFA 19;28 Mars 2019 ;79;77;76;€15.500.000
3689;Girona CF FIFA 19;28 Mars 2019 ;79;76;76;€3.900.000
3690;Getafe CF FIFA 19;28 Mars 2019 ;78;75;78;€5.500.000
3691;Espanyol Barcelone FIFA 19;28 Mars 2019 ;77;77;75;€10.500.000
3692;Levante UD FIFA 19;28 Mars 2019 ;78;76;75;€8.000.000
3693;Deportivo Alavés FIFA 19;28 Mars 2019 ;76;77;76;€4.400.000
3694;CD Leganés FIFA 19;28 Mars 2019 ;75;74;74;€4.200.000
3695;Rayo Vallecano FIFA 19;28 Mars 2019 ;75;74;73;€3.300.000
3696;Real Valladolid FIFA 19;28 Mars 2019 ;74;73;72;€3.100.000
3697;SD Huesca FIFA 19;28 Mars 2019 ;74;72;72;€2.100.000
3698;FC Barcelone FIFA 19;28 Février 2019 ;87;85;85;€188.000.000
3699;Real Madrid CF FIFA 19;28 Février 2019 ;83;88;84;€188.500.000
3700;Atlético Madrid FIFA 19;28 Février 2019 ;85;83;84;€68.500.000
3701;Séville FC FIFA 19;28 Février 2019 ;81;82;78;€34.500.000
3702;Valence CF FIFA 19;28 Février 2019 ;81;80;79;€66.500.000
3703;Real Betis Balompié FIFA 19;28 Février 2019 ;79;80;80;€16.000.000
3704;Villarreal CF FIFA 19;28 Février 2019 ;80;79;78;€33.000.000
3705;Athletic Bilbao FIFA 19;28 Février 2019 ;80;79;78;€18.500.000
3706;SD Eibar FIFA 19;28 Février 2019 ;79;77;77;€5.500.000
3707;Real Sociedad FIFA 19;28 Février 2019 ;79;77;76;€15.500.000
3708;RC Celta de Vigo FIFA 19;28 Février 2019 ;79;77;74;€12.000.000
3709;Girona CF FIFA 19;28 Février 2019 ;79;75;76;€3.900.000
3710;Getafe CF FIFA 19;28 Février 2019 ;78;75;77;€5.500.000
3711;Espanyol Barcelone FIFA 19;28 Février 2019 ;77;77;75;€10.500.000
3712;Levante UD FIFA 19;28 Février 2019 ;78;76;75;€8.000.000
3713;Deportivo Alavés FIFA 19;28 Février 2019 ;77;76;76;€4.400.000
3714;CD Leganés FIFA 19;28 Février 2019 ;74;74;73;€4.200.000
3715;Rayo Vallecano FIFA 19;28 Février 2019 ;76;74;73;€3.300.000
3716;Real Valladolid FIFA 19;28 Février 2019 ;74;73;72;€3.100.000
3717;SD Huesca FIFA 19;28 Février 2019 ;74;72;72;€2.100.000
3718;FC Barcelone FIFA 19;31 Janvier 2019 ;89;85;85;€188.000.000
3719;Real Madrid CF FIFA 19;31 Janvier 2019 ;85;87;86;€188.500.000
3720;Atlético Madrid FIFA 19;31 Janvier 2019 ;84;83;84;€68.500.000
3721;Séville FC FIFA 19;31 Janvier 2019 ;81;82;78;€34.500.000
3722;Valence CF FIFA 19;31 Janvier 2019 ;81;80;80;€66.500.000
3723;Real Betis Balompié FIFA 19;31 Janvier 2019 ;80;80;80;€16.000.000
3724;Villarreal CF FIFA 19;31 Janvier 2019 ;80;78;78;€33.000.000
3725;Athletic Bilbao FIFA 19;31 Janvier 2019 ;79;80;78;€18.500.000
3726;RC Celta de Vigo FIFA 19;31 Janvier 2019 ;80;76;75;€12.000.000
3727;SD Eibar FIFA 19;31 Janvier 2019 ;79;77;76;€5.500.000
3728;Girona CF FIFA 19;31 Janvier 2019 ;78;75;76;€3.900.000
3729;Real Sociedad FIFA 19;31 Janvier 2019 ;77;78;76;€15.500.000
3730;Espanyol Barcelone FIFA 19;31 Janvier 2019 ;77;77;76;€10.500.000
3731;Levante UD FIFA 19;31 Janvier 2019 ;80;76;75;€8.000.000
3732;Getafe CF FIFA 19;31 Janvier 2019 ;77;75;77;€5.500.000
3733;Deportivo Alavés FIFA 19;31 Janvier 2019 ;76;77;76;€4.400.000
3734;CD Leganés FIFA 19;31 Janvier 2019 ;74;74;73;€4.200.000
3735;Rayo Vallecano FIFA 19;31 Janvier 2019 ;76;74;73;€3.300.000
3736;Real Valladolid FIFA 19;31 Janvier 2019 ;74;73;72;€3.100.000
3737;SD Huesca FIFA 19;31 Janvier 2019 ;72;73;72;€2.100.000
3738;FC Barcelone FIFA 19;27 Décembre 2018 ;87;85;85;€188.000.000
3739;Real Madrid CF FIFA 19;27 Décembre 2018 ;85;87;86;€188.500.000
3740;Atlético Madrid FIFA 19;27 Décembre 2018 ;87;83;84;€68.500.000
3741;Valence CF FIFA 19;27 Décembre 2018 ;81;80;81;€66.500.000
3742;Séville FC FIFA 19;27 Décembre 2018 ;80;81;79;€34.500.000
3743;Real Betis Balompié FIFA 19;27 Décembre 2018 ;79;79;80;€16.000.000
3744;Athletic Bilbao FIFA 19;27 Décembre 2018 ;80;79;78;€18.500.000
3745;Villarreal CF FIFA 19;27 Décembre 2018 ;77;78;79;€33.000.000
3746;RC Celta de Vigo FIFA 19;27 Décembre 2018 ;80;76;75;€12.000.000
3747;SD Eibar FIFA 19;27 Décembre 2018 ;79;76;77;€5.500.000
3748;Real Sociedad FIFA 19;27 Décembre 2018 ;78;78;76;€15.500.000
3749;Espanyol Barcelone FIFA 19;27 Décembre 2018 ;77;77;75;€10.500.000
3750;Girona CF FIFA 19;27 Décembre 2018 ;78;77;75;€3.900.000
3751;Levante UD FIFA 19;27 Décembre 2018 ;78;76;75;€8.000.000
3752;Deportivo Alavés FIFA 19;27 Décembre 2018 ;77;77;75;€4.400.000
3753;Getafe CF FIFA 19;27 Décembre 2018 ;77;75;76;€5.500.000
3754;CD Leganés FIFA 19;27 Décembre 2018 ;73;74;73;€4.200.000
3755;Rayo Vallecano FIFA 19;27 Décembre 2018 ;76;74;74;€3.300.000
3756;Real Valladolid FIFA 19;27 Décembre 2018 ;74;73;72;€3.100.000
3757;SD Huesca FIFA 19;27 Décembre 2018 ;75;72;72;€2.100.000
3758;FC Barcelone FIFA 19;26 Novembre 2018 ;89;85;85;€188.000.000
3759;Real Madrid CF FIFA 19;26 Novembre 2018 ;85;87;86;€188.500.000
3760;Atlético Madrid FIFA 19;26 Novembre 2018 ;87;83;84;€68.500.000
3761;Valence CF FIFA 19;26 Novembre 2018 ;81;82;80;€66.500.000
3762;Villarreal CF FIFA 19;26 Novembre 2018 ;81;79;79;€33.000.000
3763;Séville FC FIFA 19;26 Novembre 2018 ;80;81;78;€34.500.000
3764;Real Betis Balompié FIFA 19;26 Novembre 2018 ;79;79;80;€16.000.000
3765;Athletic Bilbao FIFA 19;26 Novembre 2018 ;81;79;78;€18.500.000
3766;RC Celta de Vigo FIFA 19;26 Novembre 2018 ;80;76;76;€12.000.000
3767;SD Eibar FIFA 19;26 Novembre 2018 ;79;77;77;€5.500.000
3768;Real Sociedad FIFA 19;26 Novembre 2018 ;78;77;75;€15.500.000
3769;Espanyol Barcelone FIFA 19;26 Novembre 2018 ;77;77;75;€10.500.000
3770;Girona CF FIFA 19;26 Novembre 2018 ;78;79;75;€3.900.000
3771;Levante UD FIFA 19;26 Novembre 2018 ;78;76;75;€8.000.000
3772;Getafe CF FIFA 19;26 Novembre 2018 ;77;75;78;€5.500.000
3773;Deportivo Alavés FIFA 19;26 Novembre 2018 ;76;77;75;€4.400.000
3774;CD Leganés FIFA 19;26 Novembre 2018 ;75;74;72;€4.200.000
3775;Rayo Vallecano FIFA 19;26 Novembre 2018 ;76;74;74;€3.300.000
3776;SD Huesca FIFA 19;26 Novembre 2018 ;74;73;72;€2.100.000
3777;Real Valladolid FIFA 19;26 Novembre 2018 ;74;73;72;€3.100.000
3778;FC Barcelone FIFA 19;31 Octobre 2018 ;89;85;85;€188.000.000
3779;Real Madrid CF FIFA 19;31 Octobre 2018 ;84;89;86;€188.500.000
3780;Atlético Madrid FIFA 19;31 Octobre 2018 ;87;83;84;€68.500.000
3781;Valence CF FIFA 19;31 Octobre 2018 ;81;82;80;€66.500.000
3782;Villarreal CF FIFA 19;31 Octobre 2018 ;81;79;79;€33.000.000
3783;Séville FC FIFA 19;31 Octobre 2018 ;80;80;78;€34.500.000
3784;Real Betis Balompié FIFA 19;31 Octobre 2018 ;78;81;78;€16.000.000
3785;Athletic Bilbao FIFA 19;31 Octobre 2018 ;81;79;78;€18.500.000
3786;RC Celta de Vigo FIFA 19;31 Octobre 2018 ;80;76;76;€12.000.000
3787;SD Eibar FIFA 19;31 Octobre 2018 ;79;77;77;€5.500.000
3788;Real Sociedad FIFA 19;31 Octobre 2018 ;79;76;75;€15.500.000
3789;Levante UD FIFA 19;31 Octobre 2018 ;78;77;75;€8.000.000
3790;Girona CF FIFA 19;31 Octobre 2018 ;78;76;75;€3.900.000
3791;Getafe CF FIFA 19;31 Octobre 2018 ;77;75;78;€5.500.000
3792;Deportivo Alavés FIFA 19;31 Octobre 2018 ;76;77;75;€4.400.000
3793;Espanyol Barcelone FIFA 19;31 Octobre 2018 ;76;77;75;€10.500.000
3794;CD Leganés FIFA 19;31 Octobre 2018 ;74;74;72;€4.200.000
3795;Rayo Vallecano FIFA 19;31 Octobre 2018 ;76;75;74;€3.300.000
3796;SD Huesca FIFA 19;31 Octobre 2018 ;74;74;72;€2.100.000
3797;Real Valladolid FIFA 19;31 Octobre 2018 ;74;73;72;€3.100.000
3798;FC Barcelone FIFA 19;27 Septembre 2018 ;87;86;85;€188.000.000
3799;Real Madrid CF FIFA 19;27 Septembre 2018 ;84;89;86;€188.500.000
3800;Atlético Madrid FIFA 19;27 Septembre 2018 ;87;83;84;€68.500.000
3801;Valence CF FIFA 19;27 Septembre 2018 ;81;82;80;€66.500.000
3802;Villarreal CF FIFA 19;27 Septembre 2018 ;81;80;79;€33.000.000
3803;Real Betis Balompié FIFA 19;27 Septembre 2018 ;79;80;78;€16.000.000
3804;Athletic Bilbao FIFA 19;27 Septembre 2018 ;81;79;78;€18.500.000
3805;Séville FC FIFA 19;27 Septembre 2018 ;79;80;78;€34.500.000
3806;SD Eibar FIFA 19;27 Septembre 2018 ;79;78;77;€5.500.000
3807;RC Celta de Vigo FIFA 19;27 Septembre 2018 ;80;76;76;€12.000.000
3808;Real Sociedad FIFA 19;27 Septembre 2018 ;78;78;75;€15.500.000
3809;Getafe CF FIFA 19;27 Septembre 2018 ;77;75;77;€5.500.000
3810;Espanyol Barcelone FIFA 19;27 Septembre 2018 ;76;77;75;€10.500.000
3811;Girona CF FIFA 19;27 Septembre 2018 ;78;79;75;€3.900.000
3812;Levante UD FIFA 19;27 Septembre 2018 ;76;77;75;€8.000.000
3813;Deportivo Alavés FIFA 19;27 Septembre 2018 ;76;76;75;€4.400.000
3814;CD Leganés FIFA 19;27 Septembre 2018 ;73;74;72;€4.200.000
3815;Rayo Vallecano FIFA 19;27 Septembre 2018 ;76;74;74;€3.300.000
3816;Real Valladolid FIFA 19;27 Septembre 2018 ;75;72;71;€3.100.000
3817;SD Huesca FIFA 19;27 Septembre 2018 ;74;73;74;€2.100.000
3818;FC Barcelone FIFA 19;21 Août 2018 ;89;84;85;€188.000.000
3819;Real Madrid CF FIFA 19;21 Août 2018 ;85;89;85;€188.500.000
3820;Atlético Madrid FIFA 19;21 Août 2018 ;87;83;84;€68.500.000
3821;Valence CF FIFA 19;21 Août 2018 ;81;81;80;€66.500.000
3822;Villarreal CF FIFA 19;21 Août 2018 ;81;80;79;€33.000.000
3823;Real Betis Balompié FIFA 19;21 Août 2018 ;79;80;80;€16.000.000
3824;Athletic Bilbao FIFA 19;21 Août 2018 ;81;79;78;€18.500.000
3825;Séville FC FIFA 19;21 Août 2018 ;80;80;78;€34.500.000
3826;SD Eibar FIFA 19;21 Août 2018 ;79;78;77;€5.500.000
3827;RC Celta de Vigo FIFA 19;21 Août 2018 ;79;77;76;€12.000.000
3828;Real Sociedad FIFA 19;21 Août 2018 ;79;77;75;€15.500.000
3829;Getafe CF FIFA 19;21 Août 2018 ;77;75;77;€5.500.000
3830;Espanyol Barcelone FIFA 19;21 Août 2018 ;76;77;75;€10.500.000
3831;Girona CF FIFA 19;21 Août 2018 ;80;78;75;€3.900.000
3832;Levante UD FIFA 19;21 Août 2018 ;78;76;75;€8.000.000
3833;Deportivo Alavés FIFA 19;21 Août 2018 ;76;76;74;€4.400.000
3834;CD Leganés FIFA 19;21 Août 2018 ;75;76;73;€4.200.000
3835;SD Huesca FIFA 19;21 Août 2018 ;74;74;73;€2.100.000
3836;Rayo Vallecano FIFA 19;21 Août 2018 ;70;75;73;€3.300.000
3837;Real Valladolid FIFA 19;21 Août 2018 ;73;72;71;€3.100.000
3838;Real Madrid CF FIFA 18;26 Juillet 2018 ;86;86;86;€100.000.000
3839;FC Barcelone FIFA 18;26 Juillet 2018 ;93;84;84;€92.000.000
3840;Atlético Madrid FIFA 18;26 Juillet 2018 ;85;82;83;€60.000.000
3841;Valence CF FIFA 18;26 Juillet 2018 ;80;80;80;€54.000.000
3842;Athletic Bilbao FIFA 18;26 Juillet 2018 ;81;79;78;€17.500.000
3843;Séville FC FIFA 18;26 Juillet 2018 ;80;80;79;€34.000.000
3844;Villarreal CF FIFA 18;26 Juillet 2018 ;79;79;80;€31.000.000
3845;Real Sociedad FIFA 18;26 Juillet 2018 ;80;78;76;€14.000.000
3846;Real Betis Balompié FIFA 18;26 Juillet 2018 ;79;79;76;€15.500.000
3847;RC Celta de Vigo FIFA 18;26 Juillet 2018 ;79;78;78;€10.500.000
3848;Espanyol Barcelone FIFA 18;26 Juillet 2018 ;79;78;76;€10.000.000
3849;Deportivo La Corogne FIFA 18;26 Juillet 2018 ;79;77;77;€9.500.000
3850;SD Eibar FIFA 18;26 Juillet 2018 ;77;78;75;€5.500.000
3851;Girona CF FIFA 18;26 Juillet 2018 ;79;76;75;€2.600.000
3852;Deportivo Alavés FIFA 18;26 Juillet 2018 ;77;75;74;€4.400.000
3853;UD Las Palmas FIFA 18;26 Juillet 2018 ;77;74;75;€5.500.000
3854;Levante UD FIFA 18;26 Juillet 2018 ;75;76;75;€6.500.000
3855;Málaga CF FIFA 18;26 Juillet 2018 ;75;75;75;€9.500.000
3856;CD Leganés FIFA 18;26 Juillet 2018 ;74;75;74;€3.800.000
3857;Getafe CF FIFA 18;26 Juillet 2018 ;75;74;75;€4.800.000
3858;Real Madrid CF FIFA 18;14 Juin 2018 ;86;86;86;€100.000.000
3859;FC Barcelone FIFA 18;14 Juin 2018 ;93;85;84;€92.000.000
3860;Atlético Madrid FIFA 18;14 Juin 2018 ;85;82;83;€60.000.000
3861;Valence CF FIFA 18;14 Juin 2018 ;80;80;80;€54.000.000
3862;Athletic Bilbao FIFA 18;14 Juin 2018 ;81;79;78;€17.500.000
3863;Séville FC FIFA 18;14 Juin 2018 ;80;80;79;€34.000.000
3864;Villarreal CF FIFA 18;14 Juin 2018 ;79;79;80;€31.000.000
3865;Real Sociedad FIFA 18;14 Juin 2018 ;80;78;77;€14.000.000
3866;Real Betis Balompié FIFA 18;14 Juin 2018 ;79;79;76;€15.500.000
3867;RC Celta de Vigo FIFA 18;14 Juin 2018 ;79;78;78;€10.500.000
3868;Espanyol Barcelone FIFA 18;14 Juin 2018 ;79;78;76;€10.000.000
3869;Deportivo La Corogne FIFA 18;14 Juin 2018 ;79;77;77;€9.500.000
3870;SD Eibar FIFA 18;14 Juin 2018 ;77;78;75;€5.500.000
3871;Girona CF FIFA 18;14 Juin 2018 ;79;76;75;€2.600.000
3872;Deportivo Alavés FIFA 18;14 Juin 2018 ;77;75;74;€4.400.000
3873;UD Las Palmas FIFA 18;14 Juin 2018 ;77;74;75;€5.500.000
3874;Levante UD FIFA 18;14 Juin 2018 ;75;76;75;€6.500.000
3875;Málaga CF FIFA 18;14 Juin 2018 ;75;75;75;€9.500.000
3876;CD Leganés FIFA 18;14 Juin 2018 ;74;75;74;€3.800.000
3877;Getafe CF FIFA 18;14 Juin 2018 ;75;74;75;€4.800.000
3878;Real Madrid CF FIFA 18;31 Mai 2018 ;86;86;86;€100.000.000
3879;FC Barcelone FIFA 18;31 Mai 2018 ;93;84;84;€92.000.000
3880;Atlético Madrid FIFA 18;31 Mai 2018 ;85;82;83;€60.000.000
3881;Valence CF FIFA 18;31 Mai 2018 ;80;80;80;€54.000.000
3882;Athletic Bilbao FIFA 18;31 Mai 2018 ;81;79;78;€17.500.000
3883;Séville FC FIFA 18;31 Mai 2018 ;80;80;79;€34.000.000
3884;Villarreal CF FIFA 18;31 Mai 2018 ;79;79;80;€31.000.000
3885;Real Sociedad FIFA 18;31 Mai 2018 ;80;78;77;€14.000.000
3886;Real Betis Balompié FIFA 18;31 Mai 2018 ;79;79;76;€15.500.000
3887;RC Celta de Vigo FIFA 18;31 Mai 2018 ;79;78;78;€10.500.000
3888;Espanyol Barcelone FIFA 18;31 Mai 2018 ;79;78;76;€10.000.000
3889;Deportivo La Corogne FIFA 18;31 Mai 2018 ;79;77;77;€9.500.000
3890;SD Eibar FIFA 18;31 Mai 2018 ;77;78;75;€5.500.000
3891;Girona CF FIFA 18;31 Mai 2018 ;79;76;75;€2.600.000
3892;Deportivo Alavés FIFA 18;31 Mai 2018 ;77;75;74;€4.400.000
3893;UD Las Palmas FIFA 18;31 Mai 2018 ;77;74;75;€5.500.000
3894;Levante UD FIFA 18;31 Mai 2018 ;75;76;75;€6.500.000
3895;Málaga CF FIFA 18;31 Mai 2018 ;75;75;75;€9.500.000
3896;CD Leganés FIFA 18;31 Mai 2018 ;74;75;74;€3.800.000
3897;Getafe CF FIFA 18;31 Mai 2018 ;75;74;75;€4.800.000
3898;Real Madrid CF FIFA 18;30 Avril 2018 ;86;86;86;€100.000.000
3899;FC Barcelone FIFA 18;30 Avril 2018 ;89;85;84;€92.000.000
3900;Atlético Madrid FIFA 18;30 Avril 2018 ;86;82;82;€60.000.000
3901;Valence CF FIFA 18;30 Avril 2018 ;80;80;80;€54.000.000
3902;Séville FC FIFA 18;30 Avril 2018 ;80;80;78;€34.000.000
3903;Athletic Bilbao FIFA 18;30 Avril 2018 ;81;79;78;€17.500.000
3904;Villarreal CF FIFA 18;30 Avril 2018 ;79;79;79;€31.000.000
3905;Real Sociedad FIFA 18;30 Avril 2018 ;79;79;76;€14.000.000
3906;RC Celta de Vigo FIFA 18;30 Avril 2018 ;79;78;78;€10.500.000
3907;Espanyol Barcelone FIFA 18;30 Avril 2018 ;79;78;76;€10.000.000
3908;Real Betis Balompié FIFA 18;30 Avril 2018 ;79;78;75;€15.500.000
3909;Deportivo La Corogne FIFA 18;30 Avril 2018 ;79;77;76;€9.500.000
3910;SD Eibar FIFA 18;30 Avril 2018 ;77;77;75;€5.500.000
3911;Girona CF FIFA 18;30 Avril 2018 ;79;76;75;€2.600.000
3912;Deportivo Alavés FIFA 18;30 Avril 2018 ;77;75;74;€4.400.000
3913;UD Las Palmas FIFA 18;30 Avril 2018 ;77;74;75;€5.500.000
3914;Levante UD FIFA 18;30 Avril 2018 ;76;76;74;€6.500.000
3915;CD Leganés FIFA 18;30 Avril 2018 ;76;75;74;€3.800.000
3916;Málaga CF FIFA 18;30 Avril 2018 ;75;75;75;€9.500.000
3917;Getafe CF FIFA 18;30 Avril 2018 ;75;73;74;€4.800.000
3918;Real Madrid CF FIFA 18;29 Mars 2018 ;86;86;86;€100.000.000
3919;FC Barcelone FIFA 18;29 Mars 2018 ;89;85;84;€92.000.000
3920;Atlético Madrid FIFA 18;29 Mars 2018 ;85;82;83;€60.000.000
3921;Valence CF FIFA 18;29 Mars 2018 ;80;80;80;€54.000.000
3922;Séville FC FIFA 18;29 Mars 2018 ;80;80;78;€34.000.000
3923;Athletic Bilbao FIFA 18;29 Mars 2018 ;81;79;77;€17.500.000
3924;Villarreal CF FIFA 18;29 Mars 2018 ;80;79;79;€31.000.000
3925;RC Celta de Vigo FIFA 18;29 Mars 2018 ;81;77;78;€10.500.000
